open_time,open,high,low,close,volume
2020-04-09 13:32:00,7304.99,7318.61,7304.99,7311.55,68.09454
2020-04-09 13:33:00,7311.77,7311.77,7302.11,7302.75,28.328787
2020-04-09 13:34:00,7302.12,7304.71,7290.9,7294.84,69.200687
2020-04-09 13:35:00,7294.83,7312.19,7294.76,7311.64,41.348668
2020-04-09 13:36:00,7311.65,7325.0,7311.55,7325.0,83.079685
2020-04-09 13:37:00,7325.0,7325.0,7310.12,7313.51,55.045233
2020-04-09 13:38:00,7312.53,7317.01,7304.95,7315.88,50.305277
2020-04-09 13:39:00,7316.04,7320.0,7311.77,7318.55,35.042746
2020-04-09 13:40:00,7318.5,7323.06,7313.5,7313.51,88.940506
2020-04-09 13:41:00,7313.5,7324.0,7310.0,7321.99,36.957964
2020-04-09 13:42:00,7321.99,7324.7,7317.09,7319.38,54.168957
2020-04-09 13:43:00,7319.37,7330.0,7319.15,7325.35,124.447326
2020-04-09 13:44:00,7326.21,7328.32,7321.18,7328.32,41.350349
2020-04-09 13:45:00,7328.31,7333.0,7326.67,7330.0,81.748272
2020-04-09 13:46:00,7330.0,7337.04,7328.16,7332.57,154.241441
2020-04-09 13:47:00,7332.57,7336.43,7330.71,7333.83,42.125477
2020-04-09 13:48:00,7333.83,7334.79,7321.01,7322.88,76.347594
2020-04-09 13:49:00,7322.87,7322.88,7312.56,7314.94,126.550604
2020-04-09 13:50:00,7316.25,7323.32,7314.81,7319.77,26.739756
2020-04-09 13:51:00,7319.77,7320.06,7313.78,7319.72,36.605908
2020-04-09 13:52:00,7318.83,7320.95,7313.86,7314.92,21.093182
2020-04-09 13:53:00,7314.91,7326.21,7312.58,7320.58,60.367075
2020-04-09 13:54:00,7319.75,7330.45,7318.13,7328.91,53.491836
2020-04-09 13:55:00,7329.98,7335.0,7328.97,7332.42,57.329996
2020-04-09 13:56:00,7330.8,7338.0,7330.03,7332.76,81.822078
2020-04-09 13:57:00,7331.93,7335.99,7325.0,7332.99,62.553569
2020-04-09 13:58:00,7331.57,7337.99,7329.5,7332.88,38.716278
2020-04-09 13:59:00,7332.87,7336.81,7327.67,7327.68,38.390063
2020-04-09 14:00:00,7327.66,7332.09,7320.46,7326.46,41.57068
2020-04-09 14:01:00,7326.45,7329.94,7322.36,7324.68,49.845094
2020-04-09 14:02:00,7324.57,7335.0,7320.21,7332.71,33.271429
2020-04-09 14:03:00,7331.7,7337.17,7329.21,7337.17,35.507834
2020-04-09 14:04:00,7336.0,7350.0,7310.19,7311.7,287.873376
2020-04-09 14:05:00,7311.7,7316.39,7294.79,7302.92,189.731716
2020-04-09 14:06:00,7301.56,7309.89,7297.75,7302.95,132.133789
2020-04-09 14:07:00,7301.6,7302.41,7288.48,7295.57,130.362286
2020-04-09 14:08:00,7295.57,7306.21,7294.88,7299.13,70.938937
2020-04-09 14:09:00,7299.31,7312.0,7297.0,7304.1,84.891189
2020-04-09 14:10:00,7304.1,7308.99,7301.22,7305.06,29.085197
2020-04-09 14:11:00,7306.49,7307.03,7300.0,7302.8,21.537095
2020-04-09 14:12:00,7303.1,7314.36,7301.01,7312.62,38.67864
2020-04-09 14:13:00,7312.49,7314.24,7305.0,7309.81,31.85017
2020-04-09 14:14:00,7309.81,7314.91,7309.69,7312.64,22.33777
2020-04-09 14:15:00,7312.6,7314.9,7297.09,7300.73,50.967178
2020-04-09 14:16:00,7301.96,7301.96,7296.0,7296.01,18.827971
2020-04-09 14:17:00,7296.0,7296.93,7287.63,7289.51,43.665737
2020-04-09 14:18:00,7289.81,7299.81,7289.52,7298.58,46.520261
2020-04-09 14:19:00,7298.61,7298.92,7292.01,7293.8,51.182463
2020-04-09 14:20:00,7293.83,7299.97,7292.02,7294.6,52.022411
2020-04-09 14:21:00,7294.6,7298.41,7289.51,7294.01,68.39661
2020-04-09 14:22:00,7294.27,7299.86,7291.49,7297.07,41.430402
2020-04-09 14:23:00,7295.96,7297.25,7292.86,7294.94,25.047418
2020-04-09 14:24:00,7295.01,7306.3,7292.99,7302.49,52.068032
2020-04-09 14:25:00,7302.37,7310.0,7301.04,7302.22,40.843966
2020-04-09 14:26:00,7302.46,7308.59,7302.46,7307.31,26.966483
2020-04-09 14:27:00,7307.65,7324.17,7307.65,7317.49,55.027946
2020-04-09 14:28:00,7317.49,7321.28,7313.0,7321.28,56.570712
2020-04-09 14:29:00,7321.36,7321.37,7310.37,7314.42,28.803541
2020-04-09 14:30:00,7314.66,7317.91,7308.14,7310.21,120.007832
2020-04-09 14:31:00,7310.53,7310.53,7303.15,7307.35,29.054219
2020-04-09 14:32:00,7306.55,7314.9,7306.31,7311.24,22.560247
2020-04-09 14:33:00,7311.25,7326.66,7304.38,7323.55,83.085735
2020-04-09 14:34:00,7323.53,7336.0,7320.81,7334.94,164.647344
2020-04-09 14:35:00,7334.5,7339.0,7327.0,7333.76,100.87864
2020-04-09 14:36:00,7333.94,7338.0,7332.57,7333.75,49.852595
2020-04-09 14:37:00,7333.37,7336.1,7330.0,7334.97,38.112901
2020-04-09 14:38:00,7335.0,7335.0,7330.09,7333.75,70.441901
2020-04-09 14:39:00,7333.75,7342.71,7333.71,7337.81,97.389049
2020-04-09 14:40:00,7338.26,7340.82,7328.71,7331.39,125.121445
2020-04-09 14:41:00,7331.39,7332.82,7323.08,7325.46,39.543689
2020-04-09 14:42:00,7325.53,7331.47,7323.92,7325.21,28.849719
2020-04-09 14:43:00,7326.17,7331.67,7324.03,7327.56,23.250575
2020-04-09 14:44:00,7328.0,7336.65,7327.88,7332.7,57.167094
2020-04-09 14:45:00,7331.62,7334.24,7326.29,7328.18,34.726776
2020-04-09 14:46:00,7328.02,7332.72,7325.68,7327.76,20.313684
2020-04-09 14:47:00,7327.62,7328.76,7321.32,7322.48,26.771788
2020-04-09 14:48:00,7322.35,7324.34,7319.0,7321.0,45.125642
2020-04-09 14:49:00,7321.11,7322.38,7309.09,7313.52,41.815194
2020-04-09 14:50:00,7313.57,7317.39,7310.87,7311.6,18.752743
2020-04-09 14:51:00,7311.67,7313.7,7305.1,7308.96,38.731407
2020-04-09 14:52:00,7308.96,7313.56,7308.0,7308.39,41.40816
2020-04-09 14:53:00,7308.01,7315.92,7308.01,7313.44,23.36122
2020-04-09 14:54:00,7313.08,7313.45,7303.0,7305.45,41.203129
2020-04-09 14:55:00,7306.66,7312.42,7303.02,7308.0,37.608461
2020-04-09 14:56:00,7308.0,7310.42,7305.0,7310.4,15.194473
2020-04-09 14:57:00,7310.4,7315.34,7307.37,7314.56,22.175159
2020-04-09 14:58:00,7315.0,7318.94,7313.59,7317.0,18.691787
2020-04-09 14:59:00,7317.09,7324.33,7313.83,7322.88,23.98704
2020-04-09 15:00:00,7322.98,7325.0,7310.0,7310.77,54.293306
2020-04-09 15:01:00,7310.49,7316.48,7309.01,7311.3,63.769121
2020-04-09 15:02:00,7310.48,7312.95,7305.3,7307.11,32.397271
2020-04-09 15:03:00,7307.12,7312.72,7303.04,7303.05,34.254911
2020-04-09 15:04:00,7303.04,7309.88,7303.01,7308.68,41.898496
2020-04-09 15:05:00,7308.92,7309.13,7302.41,7303.46,25.848653
2020-04-09 15:06:00,7303.26,7303.26,7294.0,7300.26,112.96523
2020-04-09 15:07:00,7300.26,7304.22,7296.99,7300.52,32.218195
2020-04-09 15:08:00,7300.45,7306.36,7300.01,7305.77,18.34815
2020-04-09 15:09:00,7305.76,7305.77,7299.0,7302.16,25.918645
2020-04-09 15:10:00,7301.3,7303.06,7297.28,7303.0,25.636062
2020-04-09 15:11:00,7303.0,7304.71,7296.08,7297.68,52.131096
2020-04-09 15:12:00,7297.72,7306.64,7296.38,7305.63,26.735534
2020-04-09 15:13:00,7305.41,7305.85,7300.0,7300.0,24.902138
2020-04-09 15:14:00,7300.34,7309.34,7300.0,7308.0,25.473922
2020-04-09 15:15:00,7307.69,7307.99,7300.48,7305.78,31.868049
2020-04-09 15:16:00,7305.34,7305.76,7297.21,7298.54,49.923629
2020-04-09 15:17:00,7298.5,7300.04,7285.82,7290.0,81.605091
2020-04-09 15:18:00,7290.37,7300.05,7289.43,7291.66,46.982228
2020-04-09 15:19:00,7291.34,7293.31,7271.0,7278.98,136.895944
2020-04-09 15:20:00,7278.37,7286.37,7276.35,7283.73,111.225278
2020-04-09 15:21:00,7283.73,7294.07,7280.09,7290.0,82.093027
2020-04-09 15:22:00,7290.01,7291.56,7283.8,7285.62,44.861418
2020-04-09 15:23:00,7285.81,7286.0,7272.2,7277.81,95.763589
2020-04-09 15:24:00,7277.81,7285.7,7276.25,7281.21,98.234552
2020-04-09 15:25:00,7282.18,7287.7,7280.01,7286.65,42.077003
2020-04-09 15:26:00,7287.24,7294.94,7287.24,7290.08,53.502858
2020-04-09 15:27:00,7290.78,7294.98,7288.37,7292.97,35.406444
2020-04-09 15:28:00,7293.44,7303.94,7292.15,7302.56,39.391222
2020-04-09 15:29:00,7302.64,7307.64,7301.08,7303.45,36.530133
2020-04-09 15:30:00,7303.0,7304.0,7294.79,7300.82,45.947673
2020-04-09 15:31:00,7300.94,7301.3,7293.68,7293.69,22.552144
2020-04-09 15:32:00,7293.69,7294.67,7289.0,7293.18,32.762797
2020-04-09 15:33:00,7293.18,7293.18,7284.12,7287.4,22.867064
2020-04-09 15:34:00,7287.4,7295.61,7286.15,7293.59,70.744478
2020-04-09 15:35:00,7293.59,7293.6,7287.26,7288.74,42.184738
2020-04-09 15:36:00,7288.74,7291.95,7278.47,7284.3,83.831474
2020-04-09 15:37:00,7284.28,7286.51,7280.0,7286.24,45.68845
2020-04-09 15:38:00,7286.3,7293.5,7286.2,7292.46,68.153106
2020-04-09 15:39:00,7292.86,7298.99,7291.52,7298.94,56.440348
2020-04-09 15:40:00,7298.0,7299.0,7292.05,7294.96,42.802788
2020-04-09 15:41:00,7294.79,7296.52,7278.39,7284.31,56.71182
2020-04-09 15:42:00,7284.31,7287.0,7277.45,7283.82,51.893364
2020-04-09 15:43:00,7283.82,7289.81,7282.09,7284.22,38.415719
2020-04-09 15:44:00,7284.43,7287.0,7282.34,7284.88,35.954322
2020-04-09 15:45:00,7284.88,7287.0,7282.0,7284.92,42.858109
2020-04-09 15:46:00,7284.82,7285.0,7271.0,7275.39,62.693082
2020-04-09 15:47:00,7275.23,7286.99,7275.18,7284.03,49.827792
2020-04-09 15:48:00,7283.83,7289.54,7282.95,7288.37,27.545935
2020-04-09 15:49:00,7288.7,7288.7,7283.73,7287.0,41.702954
2020-04-09 15:50:00,7287.0,7287.95,7281.77,7283.38,18.11455
2020-04-09 15:51:00,7283.38,7283.59,7274.5,7274.78,60.896032
2020-04-09 15:52:00,7274.75,7279.38,7271.89,7275.49,52.777453
2020-04-09 15:53:00,7275.48,7282.87,7275.39,7281.0,30.295294
2020-04-09 15:54:00,7280.15,7281.52,7275.0,7275.0,35.756084
2020-04-09 15:55:00,7275.0,7275.0,7242.0,7256.2,364.278197
2020-04-09 15:56:00,7257.31,7273.24,7256.21,7269.54,130.389467
2020-04-09 15:57:00,7268.34,7271.53,7261.14,7268.45,36.696264
2020-04-09 15:58:00,7267.97,7276.9,7264.94,7271.68,56.055336
2020-04-09 15:59:00,7271.41,7284.54,7271.41,7282.68,42.814389
2020-04-09 16:00:00,7283.13,7283.33,7271.01,7275.78,50.293538
2020-04-09 16:01:00,7275.82,7293.6,7275.82,7290.56,46.380388
2020-04-09 16:02:00,7291.57,7295.36,7284.54,7292.32,51.563093
2020-04-09 16:03:00,7292.31,7297.0,7292.22,7295.54,35.353198
2020-04-09 16:04:00,7295.54,7300.97,7294.01,7299.56,76.829087
2020-04-09 16:05:00,7300.33,7303.07,7292.23,7293.3,67.30326
2020-04-09 16:06:00,7294.32,7294.75,7282.09,7287.99,61.883852
2020-04-09 16:07:00,7287.99,7289.71,7278.95,7282.09,97.030056
2020-04-09 16:08:00,7282.1,7289.09,7280.9,7285.1,31.273647
2020-04-09 16:09:00,7285.1,7290.47,7283.92,7287.91,63.296257
2020-04-09 16:10:00,7288.66,7289.03,7280.0,7280.0,47.544054
2020-04-09 16:11:00,7280.0,7283.41,7275.53,7277.04,20.621466
2020-04-09 16:12:00,7277.61,7281.12,7273.69,7278.85,38.795751
2020-04-09 16:13:00,7279.23,7279.86,7275.0,7277.76,18.162952
2020-04-09 16:14:00,7277.7,7277.76,7269.38,7272.51,23.044602
2020-04-09 16:15:00,7272.89,7283.96,7272.54,7283.71,20.378713
2020-04-09 16:16:00,7283.89,7288.31,7283.89,7286.95,23.412933
2020-04-09 16:17:00,7286.99,7293.1,7286.64,7289.61,23.862452
2020-04-09 16:18:00,7290.03,7292.01,7285.05,7287.84,20.140569
2020-04-09 16:19:00,7287.79,7294.83,7287.79,7292.56,19.30985
2020-04-09 16:20:00,7292.55,7295.0,7286.25,7288.74,67.032456
2020-04-09 16:21:00,7287.72,7289.69,7285.01,7285.52,29.05953
2020-04-09 16:22:00,7285.52,7292.0,7285.37,7291.99,16.511972
2020-04-09 16:23:00,7291.99,7294.0,7289.0,7290.32,15.328871
2020-04-09 16:24:00,7290.32,7293.29,7285.01,7285.78,39.049707
2020-04-09 16:25:00,7285.85,7287.1,7280.62,7281.75,16.492146
2020-04-09 16:26:00,7281.62,7282.22,7277.62,7278.78,55.452706
2020-04-09 16:27:00,7278.37,7284.67,7276.92,7283.03,36.563557
2020-04-09 16:28:00,7283.07,7287.44,7280.05,7280.97,16.472366
2020-04-09 16:29:00,7281.4,7287.53,7281.02,7282.23,12.56732
2020-04-09 16:30:00,7282.25,7287.38,7280.49,7286.38,21.58409
2020-04-09 16:31:00,7286.38,7291.25,7286.15,7289.81,21.938493
2020-04-09 16:32:00,7289.24,7293.3,7288.12,7291.44,21.980602
2020-04-09 16:33:00,7291.32,7292.9,7286.18,7287.99,22.0345
2020-04-09 16:34:00,7287.99,7292.0,7287.33,7287.45,21.107508
2020-04-09 16:35:00,7287.51,7290.4,7285.01,7287.35,21.700051
2020-04-09 16:36:00,7286.73,7290.49,7285.02,7287.79,14.873984
2020-04-09 16:37:00,7287.32,7290.39,7286.55,7290.39,8.47606
2020-04-09 16:38:00,7290.38,7292.71,7286.95,7292.68,24.066988
2020-04-09 16:39:00,7291.96,7292.5,7288.28,7291.35,13.899451
2020-04-09 16:40:00,7291.35,7292.56,7290.25,7291.69,17.760358
2020-04-09 16:41:00,7291.67,7291.68,7280.0,7280.76,51.427724
2020-04-09 16:42:00,7280.58,7282.55,7275.0,7275.01,44.520923
2020-04-09 16:43:00,7275.0,7276.02,7266.66,7274.91,72.018074
2020-04-09 16:44:00,7274.9,7280.0,7274.63,7276.78,20.802675
2020-04-09 16:45:00,7276.78,7278.91,7272.03,7276.24,50.181144
2020-04-09 16:46:00,7276.09,7280.0,7275.05,7280.0,27.246527
2020-04-09 16:47:00,7280.0,7284.62,7277.83,7284.34,66.630086
2020-04-09 16:48:00,7284.34,7285.0,7276.37,7279.13,45.270233
2020-04-09 16:49:00,7278.98,7282.31,7277.0,7277.0,31.264588
2020-04-09 16:50:00,7277.0,7283.99,7274.22,7280.6,25.82707
2020-04-09 16:51:00,7280.24,7282.97,7275.33,7277.89,56.591604
2020-04-09 16:52:00,7277.89,7277.89,7267.12,7268.64,19.707253
2020-04-09 16:53:00,7268.7,7278.42,7268.45,7277.68,48.585703
2020-04-09 16:54:00,7277.65,7277.75,7270.0,7272.77,16.708074
2020-04-09 16:55:00,7273.0,7273.0,7267.86,7271.99,31.166479
2020-04-09 16:56:00,7271.73,7280.79,7267.88,7279.86,83.557919
2020-04-09 16:57:00,7279.38,7282.43,7276.29,7279.42,12.714939
2020-04-09 16:58:00,7279.79,7283.56,7279.49,7283.56,6.245739
2020-04-09 16:59:00,7283.23,7284.9,7275.79,7280.75,28.524361
2020-04-09 17:00:00,7280.0,7280.48,7271.77,7278.2,37.961461
2020-04-09 17:01:00,7278.2,7280.0,7275.55,7279.02,11.723208
2020-04-09 17:02:00,7279.44,7279.61,7275.02,7276.98,22.792118
2020-04-09 17:03:00,7276.99,7285.37,7276.95,7285.02,39.270901
2020-04-09 17:04:00,7284.8,7285.48,7281.03,7282.02,33.145628
2020-04-09 17:05:00,7281.44,7288.61,7280.73,7284.68,26.196668
2020-04-09 17:06:00,7284.69,7289.47,7282.37,7288.96,39.79689
2020-04-09 17:07:00,7288.79,7294.99,7284.94,7293.38,60.2136
2020-04-09 17:08:00,7293.4,7304.87,7293.4,7303.51,88.754627
2020-04-09 17:09:00,7303.75,7312.0,7299.62,7310.0,154.79379
2020-04-09 17:10:00,7310.41,7310.98,7301.29,7304.1,87.869792
2020-04-09 17:11:00,7303.9,7304.86,7300.08,7304.06,23.894457
2020-04-09 17:12:00,7304.79,7307.01,7304.0,7305.97,26.236041
2020-04-09 17:13:00,7305.08,7306.07,7304.0,7304.0,24.888918
2020-04-09 17:14:00,7304.0,7304.99,7295.0,7296.67,22.66856
2020-04-09 17:15:00,7296.44,7299.05,7290.9,7293.47,38.329752
2020-04-09 17:16:00,7293.48,7296.89,7292.27,7293.42,12.741419
2020-04-09 17:17:00,7293.5,7297.1,7291.07,7295.54,19.510197
2020-04-09 17:18:00,7294.9,7298.94,7292.77,7298.56,19.202404
2020-04-09 17:19:00,7298.55,7303.62,7296.6,7301.1,28.231258
2020-04-09 17:20:00,7300.52,7302.75,7300.42,7301.01,16.76815
2020-04-09 17:21:00,7301.02,7313.7,7301.0,7311.47,43.512893
2020-04-09 17:22:00,7311.39,7314.12,7307.42,7307.43,24.010221
2020-04-09 17:23:00,7307.42,7311.22,7305.0,7305.0,19.351967
2020-04-09 17:24:00,7305.01,7305.19,7297.66,7302.69,28.903717
2020-04-09 17:25:00,7302.08,7302.69,7293.15,7298.44,28.893976
2020-04-09 17:26:00,7298.64,7303.84,7295.57,7302.07,13.281878
2020-04-09 17:27:00,7302.51,7303.45,7298.19,7299.93,8.412059
2020-04-09 17:28:00,7299.8,7299.91,7295.51,7299.5,16.214552
2020-04-09 17:29:00,7299.5,7307.42,7295.5,7307.09,20.52176
2020-04-09 17:30:00,7307.42,7308.0,7304.85,7306.88,14.264341
2020-04-09 17:31:00,7307.16,7309.78,7301.19,7302.39,30.605129
2020-04-09 17:32:00,7301.93,7306.25,7301.44,7305.36,23.12879
2020-04-09 17:33:00,7305.36,7310.36,7305.13,7310.23,28.825835
2020-04-09 17:34:00,7310.35,7310.36,7305.18,7308.88,86.159912
2020-04-09 17:35:00,7308.56,7309.72,7304.64,7304.94,34.591353
2020-04-09 17:36:00,7304.05,7305.01,7300.0,7300.63,27.426105
2020-04-09 17:37:00,7300.56,7305.0,7300.03,7300.35,19.171113
2020-04-09 17:38:00,7300.34,7304.24,7300.34,7302.37,18.929234
2020-04-09 17:39:00,7302.36,7303.76,7292.86,7295.7,91.111678
2020-04-09 17:40:00,7296.09,7299.95,7295.26,7298.58,13.49086
2020-04-09 17:41:00,7298.58,7300.08,7296.18,7299.01,14.308717
2020-04-09 17:42:00,7298.88,7298.97,7296.25,7297.74,13.322578
2020-04-09 17:43:00,7297.74,7299.99,7297.09,7298.18,16.501295
2020-04-09 17:44:00,7298.18,7302.18,7298.18,7298.96,31.937751
2020-04-09 17:45:00,7298.92,7299.39,7291.44,7293.1,40.678241
2020-04-09 17:46:00,7293.05,7293.98,7290.21,7292.02,21.018654
2020-04-09 17:47:00,7291.81,7293.35,7282.09,7286.93,72.812223
2020-04-09 17:48:00,7286.92,7286.92,7280.0,7284.91,35.627218
2020-04-09 17:49:00,7284.91,7288.14,7283.3,7287.05,20.139236
2020-04-09 17:50:00,7287.05,7289.27,7285.0,7285.0,24.755817
2020-04-09 17:51:00,7285.32,7286.44,7280.87,7286.44,59.449598
2020-04-09 17:52:00,7286.44,7294.16,7286.31,7288.79,18.736653
2020-04-09 17:53:00,7288.79,7291.42,7286.0,7286.89,7.790384
2020-04-09 17:54:00,7286.38,7287.95,7282.64,7283.69,16.89978
2020-04-09 17:55:00,7284.19,7288.49,7280.98,7284.73,11.246412
2020-04-09 17:56:00,7284.01,7284.01,7280.41,7281.74,11.175393
2020-04-09 17:57:00,7281.5,7294.25,7280.41,7290.16,41.076351
2020-04-09 17:58:00,7290.33,7297.95,7289.86,7294.52,16.356542
2020-04-09 17:59:00,7294.53,7298.52,7291.64,7295.05,17.201349
2020-04-09 18:00:00,7295.05,7296.25,7292.27,7294.63,9.859401
2020-04-09 18:01:00,7294.22,7294.36,7288.0,7289.4,34.629482
2020-04-09 18:02:00,7289.4,7289.69,7280.0,7280.02,36.638068
2020-04-09 18:03:00,7280.05,7284.66,7278.0,7278.01,24.656957
2020-04-09 18:04:00,7278.32,7279.95,7272.51,7274.91,36.124271
2020-04-09 18:05:00,7274.5,7275.28,7262.0,7266.71,93.660875
2020-04-09 18:06:00,7266.67,7277.8,7265.45,7276.32,116.180517
2020-04-09 18:07:00,7276.32,7276.32,7265.02,7269.53,49.401467
2020-04-09 18:08:00,7268.78,7273.49,7266.23,7269.37,22.769399
2020-04-09 18:09:00,7269.29,7275.0,7267.68,7275.0,39.214353
2020-04-09 18:10:00,7274.99,7282.02,7271.83,7278.84,36.589035
2020-04-09 18:11:00,7278.5,7280.26,7275.45,7275.46,25.640165
2020-04-09 18:12:00,7275.46,7280.67,7271.64,7274.57,21.439123
2020-04-09 18:13:00,7274.58,7275.31,7269.04,7273.07,22.926389
2020-04-09 18:14:00,7272.53,7276.37,7268.72,7273.12,20.195994
2020-04-09 18:15:00,7273.12,7274.74,7270.0,7274.49,15.440197
2020-04-09 18:16:00,7274.42,7277.88,7273.64,7277.69,21.968326
2020-04-09 18:17:00,7277.69,7278.96,7274.07,7275.14,19.828582
2020-04-09 18:18:00,7275.14,7277.31,7273.26,7274.26,10.173854
2020-04-09 18:19:00,7274.26,7274.26,7270.43,7272.61,33.283237
2020-04-09 18:20:00,7272.6,7274.98,7272.57,7272.94,15.068709
2020-04-09 18:21:00,7272.95,7279.68,7271.92,7278.45,17.277833
2020-04-09 18:22:00,7278.13,7290.0,7270.98,7288.09,106.335483
2020-04-09 18:23:00,7287.42,7289.11,7282.5,7283.42,14.758623
2020-04-09 18:24:00,7282.51,7287.67,7280.28,7284.57,11.280188
2020-04-09 18:25:00,7284.16,7287.39,7282.87,7285.52,21.739966
2020-04-09 18:26:00,7285.57,7285.78,7282.65,7282.67,12.873411
2020-04-09 18:27:00,7282.67,7286.03,7280.0,7280.01,33.175246
2020-04-09 18:28:00,7280.01,7280.68,7274.05,7274.35,16.722229
2020-04-09 18:29:00,7274.36,7277.32,7270.15,7274.31,36.846414
2020-04-09 18:30:00,7274.23,7278.46,7272.61,7278.45,80.192455
2020-04-09 18:31:00,7278.46,7288.14,7277.61,7286.34,40.479696
2020-04-09 18:32:00,7285.8,7288.14,7282.13,7282.6,26.407502
2020-04-09 18:33:00,7282.63,7288.0,7282.63,7285.82,13.047772
2020-04-09 18:34:00,7285.17,7287.98,7278.95,7280.65,27.432245
2020-04-09 18:35:00,7280.64,7284.75,7279.13,7283.09,7.144058
