open_time,open,high,low,close,volue
2020-04-12 13:08:00,6821.5,6824.0,6821.0,6823.5,322590.0
2020-04-12 13:09:00,6823.5,6824.0,6823.5,6823.5,36350.0
2020-04-12 13:10:00,6823.5,6824.0,6823.5,6824.0,40516.0
2020-04-12 13:11:00,6824.0,6824.0,6823.5,6824.0,125078.0
2020-04-12 13:12:00,6824.0,6824.0,6823.5,6823.5,27526.0
2020-04-12 13:13:00,6823.5,6824.0,6823.0,6823.0,277115.0
2020-04-12 13:14:00,6823.0,6823.5,6823.0,6823.0,115505.0
2020-04-12 13:15:00,6823.0,6823.5,6823.0,6823.5,17876.0
2020-04-12 13:16:00,6823.5,6823.5,6823.0,6823.5,2068.0
2020-04-12 13:17:00,6823.5,6823.5,6823.0,6823.5,15964.0
2020-04-12 13:18:00,6823.5,6823.5,6821.0,6821.0,436689.0
2020-04-12 13:19:00,6821.0,6821.5,6821.0,6821.0,95520.0
2020-04-12 13:20:00,6821.0,6821.5,6821.0,6821.0,88220.0
2020-04-12 13:21:00,6821.0,6821.5,6821.0,6821.5,37353.0
2020-04-12 13:22:00,6821.5,6821.5,6821.0,6821.5,22971.0
2020-04-12 13:23:00,6821.5,6821.5,6821.0,6821.5,16570.0
2020-04-12 13:24:00,6821.5,6821.5,6821.0,6821.5,131941.0
2020-04-12 13:25:00,6821.5,6821.5,6821.0,6821.5,50259.0
2020-04-12 13:26:00,6821.5,6821.5,6821.0,6821.5,137696.0
2020-04-12 13:27:00,6821.5,6821.5,6821.0,6821.5,3291.0
2020-04-12 13:28:00,6821.5,6821.5,6821.0,6821.5,70553.0
2020-04-12 13:29:00,6821.5,6821.5,6821.0,6821.0,57963.0
2020-04-12 13:30:00,6821.0,6821.5,6821.0,6821.0,56905.0
2020-04-12 13:31:00,6821.0,6821.5,6821.0,6821.0,216457.0
2020-04-12 13:32:00,6821.0,6821.5,6821.0,6821.0,26333.0
2020-04-12 13:33:00,6821.0,6821.5,6821.0,6821.0,39115.0
2020-04-12 13:34:00,6821.0,6821.5,6821.0,6821.5,375834.0
2020-04-12 13:35:00,6821.5,6821.5,6821.0,6821.5,659995.0
2020-04-12 13:36:00,6821.5,6821.5,6821.0,6821.5,215775.0
2020-04-12 13:37:00,6821.5,6827.5,6821.0,6827.0,1892198.0
2020-04-12 13:38:00,6827.0,6827.5,6827.0,6827.5,242570.0
2020-04-12 13:39:00,6827.5,6827.5,6827.0,6827.0,93326.0
2020-04-12 13:40:00,6827.0,6827.5,6827.0,6827.5,349424.0
2020-04-12 13:41:00,6827.5,6828.0,6827.0,6828.0,626028.0
2020-04-12 13:42:00,6828.0,6842.5,6828.0,6842.0,5769913.0
2020-04-12 13:43:00,6842.0,6842.5,6838.0,6838.5,895361.0
2020-04-12 13:44:00,6838.5,6838.5,6838.0,6838.0,1015552.0
2020-04-12 13:45:00,6838.0,6841.0,6838.0,6841.0,1006671.0
2020-04-12 13:46:00,6841.0,6841.0,6838.5,6839.0,600935.0
2020-04-12 13:47:00,6839.0,6845.0,6838.5,6845.0,1202699.0
2020-04-12 13:48:00,6845.0,6845.0,6844.5,6845.0,308103.0
2020-04-12 13:49:00,6845.0,6845.0,6844.5,6845.0,534913.0
2020-04-12 13:50:00,6845.0,6847.5,6844.5,6847.5,745237.0
2020-04-12 13:51:00,6847.5,6847.5,6845.5,6845.5,812510.0
2020-04-12 13:52:00,6845.5,6846.0,6845.5,6845.5,216755.0
2020-04-12 13:53:00,6845.5,6846.0,6845.5,6846.0,440226.0
2020-04-12 13:54:00,6846.0,6846.0,6845.5,6845.5,120895.0
2020-04-12 13:55:00,6845.5,6846.0,6839.5,6839.5,985361.0
2020-04-12 13:56:00,6839.5,6840.0,6839.5,6839.5,252142.0
2020-04-12 13:57:00,6839.5,6840.0,6839.5,6839.5,38549.0
2020-04-12 13:58:00,6839.5,6840.0,6839.5,6840.0,301745.0
2020-04-12 13:59:00,6840.0,6840.0,6839.5,6840.0,127679.0
2020-04-12 14:00:00,6840.0,6840.0,6839.5,6840.0,707912.0
2020-04-12 14:01:00,6840.0,6840.0,6839.5,6839.5,153915.0
2020-04-12 14:02:00,6839.5,6841.0,6839.5,6841.0,153058.0
2020-04-12 14:03:00,6841.0,6841.5,6841.0,6841.5,118127.0
2020-04-12 14:04:00,6841.5,6841.5,6841.0,6841.5,200866.0
2020-04-12 14:05:00,6841.5,6841.5,6841.0,6841.0,74527.0
2020-04-12 14:06:00,6841.0,6841.5,6837.0,6837.0,1815658.0
2020-04-12 14:07:00,6837.0,6837.5,6830.0,6832.0,1708549.0
2020-04-12 14:08:00,6832.0,6835.0,6831.5,6835.0,679747.0
2020-04-12 14:09:00,6835.0,6835.0,6834.5,6834.5,72368.0
2020-04-12 14:10:00,6834.5,6836.5,6834.5,6836.5,196368.0
2020-04-12 14:11:00,6836.5,6837.0,6836.5,6837.0,52781.0
2020-04-12 14:12:00,6837.0,6837.0,6836.5,6837.0,43636.0
2020-04-12 14:13:00,6837.0,6837.0,6836.5,6836.5,159593.0
2020-04-12 14:14:00,6836.5,6837.0,6836.5,6836.5,501959.0
2020-04-12 14:15:00,6836.5,6837.0,6834.5,6834.5,356235.0
2020-04-12 14:16:00,6834.5,6835.0,6833.5,6834.0,731307.0
2020-04-12 14:17:00,6834.0,6834.0,6833.5,6833.5,475567.0
2020-04-12 14:18:00,6833.5,6834.0,6833.5,6833.5,81552.0
2020-04-12 14:19:00,6833.5,6834.5,6833.5,6834.5,479058.0
2020-04-12 14:20:00,6834.5,6834.5,6834.0,6834.5,58186.0
2020-04-12 14:21:00,6834.5,6834.5,6834.0,6834.0,178828.0
2020-04-12 14:22:00,6834.0,6834.5,6834.0,6834.5,73414.0
2020-04-12 14:23:00,6834.5,6834.5,6834.0,6834.5,111112.0
2020-04-12 14:24:00,6834.5,6834.5,6834.0,6834.5,20498.0
2020-04-12 14:25:00,6834.5,6834.5,6834.0,6834.5,211638.0
2020-04-12 14:26:00,6834.5,6837.5,6834.5,6837.5,555827.0
2020-04-12 14:27:00,6837.5,6837.5,6837.0,6837.5,295114.0
2020-04-12 14:28:00,6837.5,6837.5,6837.0,6837.5,125124.0
2020-04-12 14:29:00,6837.5,6839.5,6837.0,6839.5,471874.0
2020-04-12 14:30:00,6839.5,6841.5,6839.5,6841.5,577207.0
2020-04-12 14:31:00,6841.5,6842.5,6841.0,6842.5,918428.0
2020-04-12 14:32:00,6842.5,6843.5,6842.0,6843.0,403521.0
2020-04-12 14:33:00,6843.0,6843.5,6843.0,6843.0,79710.0
2020-04-12 14:34:00,6843.0,6843.0,6838.0,6838.5,1346256.0
2020-04-12 14:35:00,6838.5,6838.5,6833.5,6834.0,650625.0
2020-04-12 14:36:00,6834.0,6834.0,6831.5,6832.0,505505.0
2020-04-12 14:37:00,6832.0,6832.0,6831.5,6831.5,211654.0
2020-04-12 14:38:00,6831.5,6832.0,6831.0,6831.0,629815.0
2020-04-12 14:39:00,6831.0,6831.5,6830.0,6830.5,280196.0
2020-04-12 14:40:00,6830.5,6830.5,6829.5,6830.0,499667.0
2020-04-12 14:41:00,6830.0,6830.0,6826.0,6826.5,882236.0
2020-04-12 14:42:00,6826.5,6826.5,6826.0,6826.5,351191.0
2020-04-12 14:43:00,6826.5,6826.5,6826.0,6826.5,172529.0
2020-04-12 14:44:00,6826.5,6826.5,6826.0,6826.0,153387.0
2020-04-12 14:45:00,6826.0,6826.5,6826.0,6826.5,245261.0
2020-04-12 14:46:00,6826.5,6826.5,6826.0,6826.0,29753.0
2020-04-12 14:47:00,6826.0,6826.5,6822.5,6823.0,1413625.0
2020-04-12 14:48:00,6823.0,6823.0,6822.5,6822.5,374310.0
2020-04-12 14:49:00,6822.5,6827.5,6822.5,6827.0,283992.0
2020-04-12 14:50:00,6827.0,6827.5,6827.0,6827.0,733050.0
2020-04-12 14:51:00,6827.0,6827.5,6827.0,6827.0,632990.0
2020-04-12 14:52:00,6827.0,6827.5,6824.5,6824.5,410494.0
2020-04-12 14:53:00,6824.5,6825.0,6822.5,6822.5,177059.0
2020-04-12 14:54:00,6822.5,6822.5,6817.5,6817.5,1434325.0
2020-04-12 14:55:00,6817.5,6822.0,6817.5,6822.0,399772.0
2020-04-12 14:56:00,6822.0,6824.0,6822.0,6824.0,273604.0
2020-04-12 14:57:00,6824.0,6825.0,6823.5,6825.0,185135.0
2020-04-12 14:58:00,6825.0,6830.0,6825.0,6829.5,582004.0
2020-04-12 14:59:00,6829.5,6830.0,6829.5,6830.0,17733.0
2020-04-12 15:00:00,6830.0,6831.0,6829.5,6831.0,927877.0
2020-04-12 15:01:00,6831.0,6834.5,6831.0,6834.0,879917.0
2020-04-12 15:02:00,6834.0,6834.5,6831.0,6831.5,259079.0
2020-04-12 15:03:00,6831.5,6831.5,6830.0,6830.5,347324.0
2020-04-12 15:04:00,6830.5,6830.5,6829.5,6829.5,331041.0
2020-04-12 15:05:00,6829.5,6830.0,6828.0,6828.0,137319.0
2020-04-12 15:06:00,6828.0,6828.5,6828.0,6828.0,504859.0
2020-04-12 15:07:00,6828.0,6828.5,6828.0,6828.0,30746.0
2020-04-12 15:08:00,6828.0,6828.5,6826.0,6826.5,211439.0
2020-04-12 15:09:00,6826.5,6826.5,6825.0,6825.0,188724.0
2020-04-12 15:10:00,6825.0,6825.0,6824.5,6825.0,161228.0
2020-04-12 15:11:00,6825.0,6825.0,6824.5,6824.5,41337.0
2020-04-12 15:12:00,6824.5,6825.0,6824.5,6825.0,92573.0
2020-04-12 15:13:00,6825.0,6825.0,6812.5,6812.5,4231079.0
2020-04-12 15:14:00,6812.5,6813.0,6812.0,6812.0,220671.0
2020-04-12 15:15:00,6812.0,6815.0,6812.0,6814.5,677292.0
2020-04-12 15:16:00,6814.5,6815.0,6814.5,6815.0,248371.0
2020-04-12 15:17:00,6815.0,6815.0,6814.5,6814.5,56152.0
2020-04-12 15:18:00,6814.5,6818.5,6814.5,6818.5,1263789.0
2020-04-12 15:19:00,6818.5,6818.5,6818.0,6818.5,158214.0
2020-04-12 15:20:00,6818.5,6823.5,6818.0,6822.0,1459826.0
2020-04-12 15:21:00,6822.0,6822.5,6819.5,6822.5,523496.0
2020-04-12 15:22:00,6822.5,6823.5,6822.0,6823.5,537654.0
2020-04-12 15:23:00,6823.5,6824.0,6823.5,6824.0,260360.0
2020-04-12 15:24:00,6824.0,6824.0,6823.5,6824.0,220678.0
2020-04-12 15:25:00,6824.0,6824.0,6823.5,6823.5,93575.0
2020-04-12 15:26:00,6823.5,6825.0,6823.5,6825.0,341756.0
2020-04-12 15:27:00,6825.0,6825.0,6824.5,6825.0,63442.0
2020-04-12 15:28:00,6825.0,6825.0,6824.5,6825.0,64864.0
2020-04-12 15:29:00,6825.0,6825.0,6824.5,6824.5,58922.0
2020-04-12 15:30:00,6824.5,6825.0,6824.5,6824.5,111642.0
2020-04-12 15:31:00,6824.5,6825.0,6824.5,6825.0,62007.0
2020-04-12 15:32:00,6825.0,6825.0,6824.5,6825.0,28872.0
2020-04-12 15:33:00,6825.0,6825.0,6824.5,6824.5,43591.0
2020-04-12 15:34:00,6824.5,6825.0,6824.5,6824.5,402276.0
2020-04-12 15:35:00,6824.5,6832.0,6824.5,6832.0,1101640.0
2020-04-12 15:36:00,6832.0,6834.0,6831.5,6833.0,947597.0
2020-04-12 15:37:00,6833.0,6833.5,6831.5,6831.5,438887.0
2020-04-12 15:38:00,6831.5,6832.0,6830.5,6830.5,120701.0
2020-04-12 15:39:00,6830.5,6831.0,6828.5,6828.5,287580.0
2020-04-12 15:40:00,6828.5,6832.0,6828.5,6831.5,766895.0
2020-04-12 15:41:00,6831.5,6832.0,6831.5,6831.5,112850.0
2020-04-12 15:42:00,6831.5,6832.5,6831.5,6832.5,333384.0
2020-04-12 15:43:00,6832.5,6833.0,6832.5,6832.5,376454.0
2020-04-12 15:44:00,6832.5,6833.0,6832.5,6832.5,50145.0
2020-04-12 15:45:00,6832.5,6833.0,6832.5,6833.0,17641.0
2020-04-12 15:46:00,6833.0,6833.0,6832.5,6832.5,86667.0
2020-04-12 15:47:00,6832.5,6833.0,6832.5,6832.5,357112.0
2020-04-12 15:48:00,6832.5,6833.0,6832.5,6832.5,12962.0
2020-04-12 15:49:00,6832.5,6833.0,6832.5,6832.5,207406.0
2020-04-12 15:50:00,6832.5,6833.0,6832.5,6832.5,74245.0
2020-04-12 15:51:00,6832.5,6833.0,6832.5,6832.5,9914.0
2020-04-12 15:52:00,6832.5,6833.0,6832.5,6832.5,32186.0
2020-04-12 15:53:00,6832.5,6833.0,6832.5,6833.0,592328.0
2020-04-12 15:54:00,6833.0,6835.0,6832.5,6835.0,1011763.0
2020-04-12 15:55:00,6835.0,6835.0,6834.5,6834.5,58231.0
2020-04-12 15:56:00,6834.5,6835.0,6833.5,6833.5,273926.0
2020-04-12 15:57:00,6833.5,6834.0,6833.5,6833.5,64848.0
2020-04-12 15:58:00,6833.5,6834.0,6833.5,6833.5,71963.0
2020-04-12 15:59:00,6833.5,6834.0,6833.5,6833.5,847784.0
2020-04-12 16:00:00,6833.5,6845.0,6833.5,6845.0,4536355.0
2020-04-12 16:01:00,6845.0,6846.5,6843.0,6843.5,1936912.0
2020-04-12 16:02:00,6843.5,6844.0,6843.0,6844.0,994828.0
2020-04-12 16:03:00,6844.0,6844.0,6840.0,6840.5,1192123.0
2020-04-12 16:04:00,6840.5,6840.5,6839.0,6839.0,743521.0
2020-04-12 16:05:00,6839.0,6839.5,6836.0,6836.0,474994.0
2020-04-12 16:06:00,6836.0,6836.5,6835.5,6836.0,508936.0
2020-04-12 16:07:00,6836.0,6836.0,6835.5,6836.0,135406.0
2020-04-12 16:08:00,6836.0,6836.0,6835.5,6836.0,22061.0
2020-04-12 16:09:00,6836.0,6836.0,6835.5,6836.0,152296.0
2020-04-12 16:10:00,6836.0,6836.0,6835.5,6836.0,498740.0
2020-04-12 16:11:00,6836.0,6836.5,6836.0,6836.5,383767.0
2020-04-12 16:12:00,6836.5,6837.0,6836.0,6837.0,157572.0
2020-04-12 16:13:00,6837.0,6837.0,6836.5,6837.0,32421.0
2020-04-12 16:14:00,6837.0,6837.0,6836.5,6836.5,58555.0
2020-04-12 16:15:00,6836.5,6837.0,6836.5,6836.5,254359.0
2020-04-12 16:16:00,6836.5,6837.0,6835.5,6836.0,874278.0
2020-04-12 16:17:00,6836.0,6836.0,6835.5,6835.5,196377.0
2020-04-12 16:18:00,6835.5,6836.0,6835.5,6835.5,42119.0
2020-04-12 16:19:00,6835.5,6836.0,6835.5,6836.0,44682.0
2020-04-12 16:20:00,6836.0,6836.0,6835.5,6836.0,135594.0
2020-04-12 16:21:00,6836.0,6836.0,6835.5,6835.5,17754.0
2020-04-12 16:22:00,6835.5,6836.0,6835.5,6836.0,9429.0
2020-04-12 16:23:00,6836.0,6836.0,6835.5,6836.0,52651.0
2020-04-12 16:24:00,6836.0,6839.0,6835.5,6839.0,721284.0
2020-04-12 16:25:00,6839.0,6840.0,6838.5,6840.0,375590.0
2020-04-12 16:26:00,6840.0,6842.0,6840.0,6841.5,509838.0
2020-04-12 16:27:00,6841.5,6842.0,6841.5,6841.5,144530.0
2020-04-12 16:28:00,6841.5,6844.0,6842.0,6843.5,836753.0
2020-04-12 16:29:00,6843.5,6844.0,6843.5,6844.0,98077.0
2020-04-12 16:30:00,6844.0,6844.0,6843.5,6844.0,207006.0
2020-04-12 16:31:00,6844.0,6844.0,6843.5,6843.5,77164.0
2020-04-12 16:32:00,6843.5,6844.0,6843.5,6844.0,137981.0
2020-04-12 16:33:00,6844.0,6844.0,6840.0,6840.0,1538534.0
2020-04-12 16:34:00,6840.0,6840.5,6838.5,6838.5,657418.0
2020-04-12 16:35:00,6838.5,6839.0,6838.5,6838.5,91323.0
2020-04-12 16:36:00,6838.5,6839.0,6838.5,6838.5,43256.0
2020-04-12 16:37:00,6838.5,6839.0,6835.5,6835.5,670855.0
2020-04-12 16:38:00,6835.5,6836.0,6835.5,6836.0,55400.0
2020-04-12 16:39:00,6836.0,6836.0,6835.5,6836.0,163859.0
2020-04-12 16:40:00,6836.0,6836.0,6835.5,6836.0,208444.0
2020-04-12 16:41:00,6836.0,6836.0,6835.5,6835.5,18751.0
2020-04-12 16:42:00,6835.5,6836.0,6835.5,6836.0,80904.0
2020-04-12 16:43:00,6836.0,6836.0,6835.5,6835.5,130069.0
2020-04-12 16:44:00,6835.5,6836.0,6835.5,6836.0,172699.0
2020-04-12 16:45:00,6836.0,6836.0,6835.5,6836.0,30268.0
2020-04-12 16:46:00,6836.0,6836.0,6835.5,6835.5,44080.0
2020-04-12 16:47:00,6835.5,6836.0,6835.5,6836.0,39672.0
2020-04-12 16:48:00,6836.0,6836.0,6835.5,6836.0,7903.0
2020-04-12 16:49:00,6836.0,6836.0,6835.5,6836.0,68956.0
2020-04-12 16:50:00,6836.0,6836.0,6835.5,6835.5,16778.0
2020-04-12 16:51:00,6835.5,6836.0,6835.5,6836.0,45434.0
2020-04-12 16:52:00,6836.0,6836.0,6835.5,6836.0,53703.0
2020-04-12 16:53:00,6836.0,6836.0,6835.5,6835.5,17578.0
2020-04-12 16:54:00,6835.5,6836.0,6835.5,6836.0,935197.0
2020-04-12 16:55:00,6836.0,6836.0,6835.5,6835.5,35048.0
2020-04-12 16:56:00,6835.5,6836.0,6835.5,6836.0,266038.0
2020-04-12 16:57:00,6836.0,6836.0,6835.5,6835.5,17894.0
2020-04-12 16:58:00,6835.5,6836.0,6835.5,6836.0,515990.0
2020-04-12 16:59:00,6836.0,6836.0,6835.5,6836.0,178026.0
2020-04-12 17:00:00,6836.0,6842.5,6835.5,6842.5,790291.0
2020-04-12 17:01:00,6842.5,6842.5,6842.0,6842.0,176059.0
2020-04-12 17:02:00,6842.0,6842.5,6842.0,6842.5,445322.0
2020-04-12 17:03:00,6842.5,6842.5,6842.0,6842.5,101551.0
2020-04-12 17:04:00,6842.5,6842.5,6842.0,6842.5,232898.0
2020-04-12 17:05:00,6842.5,6842.5,6842.0,6842.0,47570.0
2020-04-12 17:06:00,6842.0,6842.5,6842.0,6842.5,56645.0
2020-04-12 17:07:00,6842.5,6842.5,6842.0,6842.0,140544.0
2020-04-12 17:08:00,6842.0,6842.5,6842.0,6842.5,88328.0
2020-04-12 17:09:00,6842.5,6842.5,6842.0,6842.0,81539.0
2020-04-12 17:10:00,6842.0,6842.5,6842.0,6842.0,60238.0
2020-04-12 17:11:00,6842.0,6848.0,6842.0,6847.5,1627184.0
2020-04-12 17:12:00,6847.5,6848.0,6847.5,6847.5,304610.0
2020-04-12 17:13:00,6847.5,6848.0,6846.5,6847.0,326447.0
2020-04-12 17:14:00,6847.0,6855.0,6846.5,6855.0,1753926.0
2020-04-12 17:15:00,6855.0,6858.0,6854.5,6856.0,3240787.0
2020-04-12 17:16:00,6856.0,6856.5,6856.0,6856.0,644589.0
2020-04-12 17:17:00,6856.0,6856.5,6856.0,6856.0,237257.0
2020-04-12 17:18:00,6856.0,6856.5,6856.0,6856.5,244323.0
2020-04-12 17:19:00,6856.5,6858.5,6856.0,6858.0,1596784.0
2020-04-12 17:20:00,6858.0,6858.5,6858.0,6858.0,557375.0
2020-04-12 17:21:00,6858.0,6858.5,6856.0,6856.5,1123651.0
2020-04-12 17:22:00,6856.5,6856.5,6856.0,6856.0,210546.0
2020-04-12 17:23:00,6856.0,6860.5,6856.0,6860.0,2306254.0
2020-04-12 17:24:00,6860.0,6860.5,6860.0,6860.5,334953.0
2020-04-12 17:25:00,6860.5,6860.5,6860.0,6860.5,382238.0
2020-04-12 17:26:00,6860.5,6860.5,6860.0,6860.0,97244.0
2020-04-12 17:27:00,6860.0,6860.5,6860.0,6860.0,53127.0
2020-04-12 17:28:00,6860.0,6860.5,6860.0,6860.0,459210.0
2020-04-12 17:29:00,6860.0,6860.0,6852.5,6852.5,736777.0
2020-04-12 17:30:00,6852.5,6856.5,6852.5,6856.0,871707.0
2020-04-12 17:31:00,6856.0,6856.0,6850.0,6850.0,583369.0
2020-04-12 17:32:00,6850.0,6850.5,6850.0,6850.5,126571.0
2020-04-12 17:33:00,6850.5,6855.0,6848.5,6855.0,812416.0
2020-04-12 17:34:00,6855.0,6855.0,6854.5,6854.5,218779.0
2020-04-12 17:35:00,6854.5,6855.0,6853.5,6853.5,550060.0
2020-04-12 17:36:00,6853.5,6854.0,6851.5,6851.5,416419.0
2020-04-12 17:37:00,6851.5,6852.0,6851.0,6851.0,57339.0
2020-04-12 17:38:00,6851.0,6851.5,6851.0,6851.5,113626.0
2020-04-12 17:39:00,6851.5,6851.5,6851.0,6851.0,79983.0
2020-04-12 17:40:00,6851.0,6851.5,6851.0,6851.5,191736.0
2020-04-12 17:41:00,6851.5,6851.5,6851.0,6851.0,323694.0
2020-04-12 17:42:00,6851.0,6851.0,6850.5,6850.5,46537.0
2020-04-12 17:43:00,6850.5,6851.0,6850.5,6850.5,248737.0
2020-04-12 17:44:00,6850.5,6851.0,6850.5,6850.5,28692.0
2020-04-12 17:45:00,6850.5,6854.0,6850.5,6854.0,561769.0
2020-04-12 17:46:00,6854.0,6857.0,6854.0,6857.0,870803.0
2020-04-12 17:47:00,6857.0,6857.0,6856.5,6856.5,124994.0
2020-04-12 17:48:00,6856.5,6857.0,6856.5,6857.0,40815.0
2020-04-12 17:49:00,6857.0,6857.0,6856.5,6856.5,58044.0
2020-04-12 17:50:00,6856.5,6857.0,6856.5,6857.0,633974.0
2020-04-12 17:51:00,6857.0,6858.0,6857.0,6857.5,372651.0
2020-04-12 17:52:00,6857.5,6858.0,6857.5,6857.5,277577.0
2020-04-12 17:53:00,6857.5,6858.0,6857.5,6857.5,43973.0
2020-04-12 17:54:00,6857.5,6858.0,6857.5,6858.0,18974.0
2020-04-12 17:55:00,6858.0,6858.0,6857.5,6857.5,128750.0
2020-04-12 17:56:00,6857.5,6858.0,6855.0,6855.0,265188.0
2020-04-12 17:57:00,6855.0,6855.5,6852.5,6852.5,302318.0
2020-04-12 17:58:00,6852.5,6853.0,6851.5,6851.5,488073.0
2020-04-12 17:59:00,6851.5,6852.0,6851.5,6851.5,86791.0
2020-04-12 18:00:00,6851.5,6852.0,6851.5,6852.0,303024.0
2020-04-12 18:01:00,6852.0,6852.0,6851.5,6852.0,391905.0
2020-04-12 18:02:00,6852.0,6852.0,6848.5,6848.5,1067420.0
2020-04-12 18:03:00,6848.5,6849.0,6848.5,6848.5,191617.0
2020-04-12 18:04:00,6848.5,6849.0,6843.0,6843.0,966887.0
2020-04-12 18:05:00,6843.0,6845.0,6843.0,6844.5,593530.0
2020-04-12 18:06:00,6844.5,6845.0,6844.5,6845.0,162926.0
2020-04-12 18:07:00,6845.0,6845.0,6844.5,6845.0,556641.0
2020-04-12 18:08:00,6845.0,6845.5,6844.5,6845.5,250544.0
2020-04-12 18:09:00,6845.5,6848.0,6845.0,6848.0,773288.0
2020-04-12 18:10:00,6848.0,6848.0,6847.5,6848.0,175816.0
2020-04-12 18:11:00,6848.0,6848.0,6847.5,6847.5,205134.0
2020-04-12 18:12:00,6847.5,6848.0,6844.5,6844.5,517513.0
2020-04-12 18:13:00,6844.5,6845.0,6844.5,6844.5,428004.0
2020-04-12 18:14:00,6844.5,6845.0,6844.5,6844.5,254588.0
2020-04-12 18:15:00,6844.5,6845.0,6844.5,6844.5,30832.0
2020-04-12 18:16:00,6844.5,6845.0,6844.5,6844.5,15022.0
2020-04-12 18:17:00,6844.5,6845.0,6844.5,6844.5,43236.0
2020-04-12 18:18:00,6844.5,6845.0,6840.0,6840.0,919992.0
2020-04-12 18:19:00,6840.0,6840.5,6840.0,6840.5,82195.0
2020-04-12 18:20:00,6840.5,6840.5,6840.0,6840.0,36294.0
2020-04-12 18:21:00,6840.0,6840.5,6840.0,6840.0,163697.0
2020-04-12 18:22:00,6840.0,6840.5,6840.0,6840.0,119973.0
2020-04-12 18:23:00,6840.0,6840.5,6840.0,6840.0,761755.0
2020-04-12 18:24:00,6840.0,6840.0,6839.5,6839.5,250730.0
2020-04-12 18:25:00,6839.5,6840.0,6837.0,6837.0,863640.0
2020-04-12 18:26:00,6837.0,6837.5,6837.0,6837.5,108577.0
2020-04-12 18:27:00,6837.5,6838.0,6837.0,6837.5,239924.0
2020-04-12 18:28:00,6837.5,6838.5,6837.5,6838.0,319075.0
2020-04-12 18:29:00,6838.0,6839.0,6838.0,6839.0,160300.0
2020-04-12 18:30:00,6839.0,6843.0,6838.5,6843.0,405935.0
2020-04-12 18:31:00,6843.0,6843.0,6842.5,6843.0,399213.0
2020-04-12 18:32:00,6843.0,6843.0,6842.5,6843.0,46900.0
2020-04-12 18:33:00,6843.0,6843.0,6842.5,6842.5,5176.0
2020-04-12 18:34:00,6842.5,6843.0,6842.5,6843.0,29363.0
2020-04-12 18:35:00,6843.0,6843.0,6842.5,6843.0,48076.0
